ICAO Code,IATA,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
SPRM,N/A,SAN RAMON,SAN RAMON,PERU,-11.129,-75.35
SPRU,TRU,CAPITAN CARLOS MARTINEZ DE PINILLOS,TRUJILLO,PERU,-8.085,-79.109
SPSO,PIO,PISCO,PISCO,PERU,-13.745,-76.22
SPST,TPP,TARAPOTO,TARAPOTO,PERU,-6.509,-76.373
SPTN,TCQ,CORONEL FAP CARLOS CIRIANI SANTA ROSA,TACNA,PERU,-18.053,-70.276
SPTP,N/A,EL PATO AB,TALARA,PERU,-4.55,-81.224
SPTU,PEM,PADRE ALDAMIZ,PUERTO MALDONADO,PERU,-12.614,-69.229
SPUR,PIU,CAPITAN CONCHA,PIURA,PERU,-5.206,-80.616
SPYL,TYL,CAPITAN MONTES,TALARA,PERU,-4.576,-81.254
SPZA,N/A,NASCA,NAZCA,PERU,-14.854,-74.961
SPZO,CUZ,VELAZCO ASTETE,CUZCO,PERU,-13.536,-71.939
SUAA,MVD,ANGEL S ADAMI,MONTEVIDEO,URUGUAY,-34.789,-56.264
SUAG,ATI,ARTIGAS INTERNATIONAL,ARTIGAS,URUGUAY,-30.401,-56.508
SUCA,CYR,LAGUNA DE LOS PATOS INTERNATIONAL,COLONIA,URUGUAY,-34.456,-57.771
SUDU,N/A,SANTA BERNARDINA INTERNATIONAL,DURAZNO,URUGUAY,-33.359,-56.499
SULS,N/A,CAPITAN CORBETA C A CURBELO INTERNATIONAL,MALDONADO,URUGUAY,-34.855,-55.094
SUMO,MLZ,CERRO LARGO,MELO,URUGUAY,-32.338,-54.217
SUMU,MVD,CARRASCO INTERNATIONAL,MONTEVIDEO,URUGUAY,-34.838,-56.03
SUPE,PDP,EL JAGUEL INTERNATIONAL,PUNTA DEL ESTE,URUGUAY,-34.914,-54.921
SUPU,PDU,TYDEO LARRE BORGES INTERNATIONAL,PAYSANDU,URUGUAY,-32.365,-58.061
SURV,RVY,RIVERA INTERNATIONAL,RIVERA,URUGUAY,-30.974,-55.476
SUSO,STY,NUEVA HESPERIDES INTERNATIONAL,SALTO,URUGUAY,-31.44,-57.991
SUTB,TAW,TACUAREMBO,TACUAREMBO,URUGUAY,-31.749,-55.926
SVAC,AGV,OSWALDO GUEVARA MUJICA,ACARIGUA,VENEZUELA,9.553,-69.238
SVAN,AAO,ANACO,ANACO,VENEZUELA,9.429,-64.471
SVAT,N/A,SAN FERNANDO DE ATABAPO,SAN FERNANDO DEATABAPO,VENEZUELA,4.052,-67.701
SVBC,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10.107,-64.689
SVBI,BNS,BARINAS,BARINAS,VENEZUELA,8.619,-70.221
SVBL,N/A,EL LIBERTADOR AB,MARACAIBO,VENEZUELA,10.183,-67.557
SVBM,BRM,BARQUISIMETO INTERNATIONAL,BARQUISIMETO,VENEZUELA,10.043,-69.358
SVBS,N/A,MARISCAL SUCRE,MARACAY,VENEZUELA,10.25,-67.649
SVCB,CBL,CIUDAD BOLIVAR,CIUDAD BOLIVAR,VENEZUELA,8.122,-63.537
SVCD,N/A,CAICARA DE ORINOCO,CAICARA DE ORINOCO,VENEZUELA,7.626,-66.165
SVCJ,N/A,SAN CARLOS,SAN CARLOS,VENEZUELA,9.649,-68.575
SVCL,N/A,CALABOZO,CALABOZO,VENEZUELA,8.924,-67.417
SVCN,CAJ,CANAIMA,CANAIMA,VENEZUELA,6.232,-62.854
SVCO,N/A,CARORA,CARORA,VENEZUELA,10.176,-70.065
SVCP,CUP,GENERAL JOSE FRANCISCO BERMUDEZ,CARUPANO,VENEZUELA,10.66,-63.262
SVCR,CZE,JOSE LEONARDO CHIRINOS,CORO,VENEZUELA,11.415,-69.681
SVCS,N/A,OSCAR MACHADO ZULOAGA,CARACAS,VENEZUELA,10.286,-66.816
SVCU,CUM,ANTONIO JOSE DE SUCRE,CUMANA,VENEZUELA,10.45,-64.13
SVCZ,N/A,CAPITAN MANUEL RIOS GUARICO AIRBASE,CARRIZAL,VENEZUELA,9.372,-66.923
SVED,N/A,EL DORADO,EL DORADO,VENEZUELA,6.715,-61.639
SVEZ,N/A,ELORZA,ELORZA,VENEZUELA,7.06,-69.497
SVGD,N/A,GUASDUALITO,GUASDUALITO,VENEZUELA,7.211,-70.756
SVGI,GUI,GUIRIA,GUIRIA,VENEZUELA,10.574,-62.313
SVGU,GUQ,GUANARE,GUANARE,VENEZUELA,9.027,-69.755
SVHG,N/A,HIGUEROTE,HIGUEROTE,VENEZUELA,10.462,-66.093
SVIE,N/A,ANDRES MIGUEL SALAZAR MARCANO,ISLA DE COCHE,VENEZUELA,10.794,-63.981
SVJC,LSP,JOSEFA CAMEJO,PARAGUANA,VENEZUELA,11.781,-70.152
SVJM,N/A,SAN JUAN DE LOS MORROS,SAN JUAN DE LOS MORROS,VENEZUELA,9.907,-67.379
SVLF,LFR,LA FRIA,LA FRIA,VENEZUELA,8.239,-72.271
SVLO,N/A,LA ORCHILA,LA ORCHILA,VENEZUELA,11.809,-66.179
SVMC,MAR,LA CHINITA INTERNATIONAL,MARACAIBO,VENEZUELA,10.558,-71.728
SVMD,MRD,ALBERTO CARNEVALLI,MERIDA,VENEZUELA,8.582,-71.161
SVMG,PMV,DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO,PORLAMAR,VENEZUELA,10.912,-63.966
SVMI,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,10.603,-66.991
SVMT,MUN,MATURIN,MATURIN,VENEZUELA,9.749,-63.152
SVPA,PYH,CASIQUE ARAMARE,PUERTO AYACUCHO,VENEZUELA,5.62,-67.606
SVPC,PBL,GENERAL BARTOLOME SALOM INTERNATIONAL,PUERTO CABELLO,VENEZUELA,10.48,-68.073
SVPM,N/A,PARAMILLO,SAN CRISTOBAL,VENEZUELA,7.801,-72.203
SVPR,PZO,GENERAL MANUEL CARLOS PIAR,GUAYANA,VENEZUELA,8.288,-62.76
SVPT,N/A,PALMARITO,PALMARITO,VENEZUELA,7.576,-70.174
SVSA,SVZ,SAN ANTONIO DEL TACHIRA,SAN ANTONIO,VENEZUELA,7.852,-72.435
SVSB,N/A,SANTA BARBARA DE BARINAS,SANTA BARBARA,VENEZUELA,7.803,-71.166
SVSO,STD,MAYOR BUENAVENTURA VIVAS,SANTO DOMINGO,VENEZUELA,7.565,-72.035
SVSP,SFH,SUB TENIENTE NESTOR ARIAS,SAN FELIPE,VENEZUELA,10.279,-68.755
SVSR,SFD,SAN FERNANDO DE APURE,SAN FERNANDO DE APURE,VENEZUELA,7.883,-67.444
SVST,SOM,SAN TOME,SAN TOME,VENEZUELA,8.945,-64.151
SVSZ,STB,SANTA BARBARA DEL ZULIA,SANTA BARBARA,VENEZUELA,8.974,-71.943
SVTC,TUV,TUCUPITA,TUCUPITA,VENEZUELA,9.089,-62.094
SVTM,N/A,TUMEREMO,TUMEREMO,VENEZUELA,7.249,-61.529
SVVA,VLN,ARTURO MICHELENA INTERNATIONAL,VALENCIA,VENEZUELA,10.158,-67.927
SVVG,N/A,JUAN PABLO PEREZ ALFONSO,MERIDA,VENEZUELA,8.624,-71.673
SVVL,VLV,DR ANTONIO NICOLAS BRICENO,VALERA,VENEZUELA,9.341,-70.584
SVVP,VDP,VALLE DE LA PASCUA,VALLE DE LA PASCUA,VENEZUELA,9.222,-65.993
SYKM,KAR,KAMARANG,KAMARANG,GUYANA,5.865,-60.614
SYLD,N/A,LINDEN,LINDEN,GUYANA,5.966,-58.27
SYLT,LTM,LETHEM,LETHEM,GUYANA,3.373,-59.789
TAPA,ANU,V C BIRD INTERNATIONAL,ANTIGUA,LEEWARD ISLANDS,17.137,-61.792
TBPB,BGI,GRANTLEY ADAMS INTERNATIONAL,BRIDGETOWN,BARBADOS,13.074,-59.492
TDCF,DCF,CANEFIELD,CANEFIELD,DOMINICA,15.337,-61.392
TDPD,DOM,MELVILLE HALL,DOMINICA,DOMINICA,15.547,-61.3
TFFF,FDF,LE LAMENTIN,FORT-DE-FRANCE,ANTILLES,14.591,-61.003
TFFG,SFG,GRAND CASE,ST. MARTIN,ANTILLES,18.1,-63.047
TFFJ,SBH,GUSTAVIA/ST.BARTHEL,ST.-BARTHELEMY,ANTILLES,17.9,-62.85
TFFM,N/A,MARIE GALANTE,GRAND-BOURG,ANTILLES,15.869,-61.27
TFFR,PTP,LE RAIZET,POINTE-A-PITRE,ANTILLES,16.265,-61.532
TGPY,GND,POINT SALINES INTERNATIONAL,POINT SALINES,GRENADA,12.004,-61.786
TIST,STT,CYRIL E KING,ST. THOMAS,VIRGIN ISL.,18.337,-64.973
TISX,STX,HENRY E ROHLSEN,ST. CRIOX ISLAND,VIRGIN ISL.,17.702,-64.798
TJBQ,BQN,RAFAEL HERNANDEZ,AGUADILLA,PUERTO RICO,18.495,-67.129
TJFA,FAJ,DIEGO JIMENEZ TORRES,FAJARDO,PUERTO RICO,18.309,-65.662
TJIG,SIG,FERNANDO LUIS RIBAS DOMINICCI,SAN JUAN,PUERTO RICO,18.457,-66.098
TJMZ,MAZ,EUGENIO MARIA DE HOSTOS,MAYAGUEZ,PUERTO RICO,18.256,-67.148
TJNR,NRR,ROOSEVELT ROADS NS,ROOSEVELT ROADS,PUERTO RICO,18.245,-65.643
TJPS,PSE,MERCEDITA,PONCE,PUERTO RICO,18.008,-66.563
TJSJ,SJU,LUIS MUNOZ MARIN INTERNATIONAL,SAN JUAN,PUERTO RICO,18.439,-66.002
TKPK,SKB,ROBERT L BRADSHAW,BASSE TERRE,ST. KITTS & NEVIS,17.311,-62.719
TKPN,N/A,VANCE WINKWORTH AMORY INTERNATIONAL,CHARLESTOWN,ST. KITTS & NEVIS,17.206,-62.59
TLPC,SLU,GEORGE F L CHARLES,CASTRIES,ST. LUCIA ISLAND,14.02,-60.993
TLPL,UVF,HEWANORRA INTERNATIONAL,HEWANDORRA,ST. LUCIA ISLAND,13.733,-60.953
TNCA,AUA,REINA BEATRIX INTERNATIONAL,ORANJESTAD,ARUBA,12.501,-70.015
TNCB,BON,FLAMINGO,KRALENDIJK,ANTILLES,12.131,-68.268
TNCC,CUR,HATO,WILLEMSTAD,ANTILLES,12.189,-68.96
TNCE,EUX,F D ROOSEVELT,ORANJESTAD,ANTILLES,17.496,-62.979
TNCM,SXM,PRINCESS JULIANA INTERNATIONAL,PHILIPSBURG,ANTILLES,18.041,-63.109
TQPF,AXA,WALLBLAKE,THE VALLEY,ANGUILLA ISL.,18.205,-63.055
TRPM,MNI,SANTEE COOPER RGNL,PLYMOUTH,MONTSERRAT ISLAND,33.587,-80.209
TTCP,TAB,CROWN POINT,SCARBOROUGH,TRINIDAD & TOBAGO,11.149,-60.832
TTPP,POS,PIARCO,PORT-OF-SPAIN,TRINIDAD & TOBAGO,10.595,-61.337
TUPJ,EIS,TERRANCE B LETTSOME INTERNATIONAL,ROADTOWN/BEEF ISLAND,VIRGIN ISL.,18.445,-64.543
TVSB,N/A,J F MITCHELL,BEQUIA,ST.VINCENT/GRENADINES,12.988,-61.262
TVSC,CIW,CANOUAN,CANOUAN ISLAND,ST.VINCENT/GRENADINES,12.699,-61.342
TVSM,MQS,MUSTIQUE,MUSTIQUE,ST.VINCENT/GRENADINES,12.887,-61.18
TVSV,SVD,E T JOSHUA,KINGSTOWN,ST.VINCENT/GRENADINES,13.144,-61.211
UAAA,ALA,ALMATY,ALMA-ATA,KAZAKHSTAN,43.352,77.04
UAAH,N/A,BALKHASH,BALKHASH,RUSSIA,46.894,75.005
UACC,TSE,ASTANA,TSELINOGRAD,RUSSIA,51.022,71.467
UAFM,FRU,MANAS,BISHKEK,RUSSIA,43.062,74.478
UAFO,OSS,OSH,OSH,RUSSIA,40.609,72.793
UAII,CIT,SHYMKENT,CHIMKENT,RUSSIA,42.364,69.479
UAKD,DZH,ZHEZKAZGAN,DZHEZKAZGAN,RUSSIA,47.708,67.733
UARR,URA,URALSK,URALSK,RUSSIA,51.152,51.546
UASS,PLX,SEMIPALATINSK,SEMIPLATINSK,RUSSIA,50.351,80.234
UATE,N/A,AKTAU,SHEVCHENKO,RUSSIA,43.86,51.092
UATT,AKX,AKTYUBINSK,AKTYUBINSK,RUSSIA,50.245,57.203
UAUU,KTQ,KOSTANAY,KUSTANAY,RUSSIA,53.206,63.551
UBBB,BAK,BINA,BAKU,RUSSIA,40.468,50.047
UEEA,ADH,ADA MUNI,ALDAN,RUSSIA,34.804,-96.671
UEEE,YKS,YAKUTSK,YAKUTSK,RUSSIA,62.093,129.771
UERP,N/A,POLYARNY,POLYARNY,RUSSIA,66.417,112.05
UGEE,EVN,ZVARTNOTS,YEREVAN,RUSSIA,40.148,44.397
UGGG,TBS,LOCHINI,TBILISI,GEORGIA,41.669,44.955
UGSS,SUI,SUKHUMI DRANDA,SUKHUMI,GEORGIA,42.858,41.128
UHBB,BQS,IGNATYEVO,BLAGOVESCHENSK,RUSSIA,50.422,127.41
UHHH,KHV,NOVY,KHABAROVSK,RUSSIA,48.528,135.188
UHMA,N/A,UGOLNY,ANADYR,RUSSIA,64.735,177.741
UHMD,PVS,PROVIDENIYA BAY,PROVIDENIYA BAY,RUSSIA,64.38,-173.247
UHMM,GDX,SOKOL,MAGADAN,RUSSIA,59.91,150.717
UHMP,N/A,PEVEK FIR,PEVEK,RUSSIA,67.5,171
UHPP,PKC,YELIZOVO,PETROPAVLOVSK,RUSSIA,53.166,158.453
UHSH,N/A,OKHA,OKHA,RUSSIA,53.515,142.888
UHSS,UUS,KHOMUTOVO,YUZHNO-SAKHALINSK,RUSSIA,46.889,142.717
UHWW,VVO,KNEVICHI,VLADIVOSTOK,RUSSIA,43.399,132.151
UIAA,HTA,KADALA,CHITA,RUSSIA,52.026,113.305
UIBB,BTK,BRATSK,BRATSK,RUSSIA,56.371,101.699
UIII,IKT,IRKUTSK,IRKUTSK,RUSSIA,52.267,104.395
UIUU,UUD,MUKHINO,ULAN-UDE,RUSSIA,51.807,107.438
UKBB,KBP,BORYSPIL,KIEV,RUSSIA,50.345,30.895
UKCC,DOK,DONETSK,DONETSK,RUSSIA,48.073,37.74
UKDD,DNK,DNIPROPETROVSK,DNEPROPETROVSK,RUSSIA,48.357,35.102
UKFF,SIP,SIMFEROPOL,SIMFEROPOL,RUSSIA,45.039,33.983
UKHH,N/A,KHMELNYTSKYI,KHARKOV,RUSSIA,49.359,26.934
UKKK,IEV,ZHULIANY,KIEV,RUSSIA,50.402,30.452
UKLL,LWO,LVIV,LVOV,RUSSIA,49.813,23.956
UKLN,N/A,CHERNIVTSI,CHERNOVTSK,RUSSIA,48.26,25.982
UKOO,ODS,ODESA,ODESSA,RUSSIA,46.427,30.678
ULLI,LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265
ULMM,MMK,MURMANSK,MURMANSK,RUSSIA,68.782,32.751
UMGG,GME,GOMEL,GOMEL,RUSSIA,52.527,31.017
UMII,VTB,VITEBSK,VITEBSK,RUSSIA,55.167,30.133
UMKK,KGD,KHRABROVO,KALININGRAD,RUSSIA,54.89,20.592
UMMM,MHP,MINSK 1,MINSK,RUSSIA,53.864,27.539
UMMS,MSQ,MINSK 2,MINSK 2,RUSSIA,53.882,28.031
UNAA,ABA,ABAKAN,ABAKAN,RUSSIA,53.74,91.385
UNBB,BAX,BARNAUL,BARNAUL,RUSSIA,53.364,83.542
UNEE,KEJ,KEMEROVO,KEMOROVO,RUSSIA,55.27,86.107
UNOO,OMS,TSENTRALNY,OMSK,RUSSIA,54.967,73.31
URKK,KRR,PASHKOVSKY,KRASNODAR,RUSSIA,45.035,39.172
URML,MCX,UYTASH,MAKHACHKALA,RUSSIA,42.817,47.652
URMM,MRV,MINERALNYYE VODY,MINERALNYE VODY,RUSSIA,44.225,43.082
URMT,STW,SHPAKOVSKOYE,STAVROPOL,RUSSIA,45.109,42.113
URRR,ROV,ROSTOV NA DONU,ROSTOV,RUSSIA,47.258,39.818
URSS,AER,SOCHI,SOCHI,RUSSIA,43.446,39.947
URWA,ASF,ASTRAKHAN,ASTRAKHAN,RUSSIA,46.283,48.006
URWW,VOG,GUMRAK,VOLGOGRAD,RUSSIA,48.782,44.345
USCC,CEK,BALANDINO,CHELYABINSK,RUSSIA,55.303,61.507
USCM,MQF,MAGNITOGORSK,MAGNETIOGORSK,RUSSIA,53.393,58.76
USDD,N/A,SALEKHARD,SALEKHARD,RUSSIA,66.59,66.61
USNN,NJC,NIZHNEVARTOVSK,NIZHNEVARTOVSK,RUSSIA,60.95,76.467
USPP,PEE,BOLSHOYE SAVINO,PERM,RUSSIA,57.917,56.026
USRR,SGC,SURGUT,SURGUT,RUSSIA,61.25,73.5
USSS,SVX,KOLTSOVO,SVERDLOVSK,RUSSIA,56.741,60.804
USTO,TOX,CABOOL MEM,TOBOLSK,RUSSIA,37.132,-92.084
USUU,KRO,KURGAN,KURGAN,RUSSIA,55.475,65.415
UTAA,ASB,ASHGABAT,ASHKHABAD,RUSSIA,37.992,58.363
UTAK,KRW,TURKMENBASHI AIRPORT,KRASNOVODSK,RUSSIA,40.033,52.983
UTAV,N/A,TURKMENABAT,CHARDZHOU,RUSSIA,39.083,63.613
UTDD,DYU,DUSHANBE,DUSHANBE,RUSSIA,38.543,68.825
UTNN,NCU,NUKUS,NUKUS,RUSSIA,42.486,59.623
UTSB,BHK,BUKHARA,BUKHARA,RUSSIA,39.775,64.48
UTSS,SKD,SAMARKAND,SAMARKAND,RUSSIA,39.701,66.985
UTST,N/A,TERMEZ,TERMEZ,RUSSIA,37.286,67.308
UTTT,TAS,YUZHNY,TASHKENT,UZBEKISTAN,41.257,69.282
UUBP,BZK,BRYANSK,BRYANSK,RUSSIA,53.214,34.176
UUEE,SVO,SHEREMETYEVO,MOSCOW,RUSSIA,55.972,37.415
UUEM,KLD,MIGALOVO,TVER,RUSSIA,56.825,35.758
UUOO,VOZ,CHERTOVITSKOYE,VORONEZH,RUSSIA,51.814,39.23
UUWW,VKO,VNUKOVO,MOSCOW,RUSSIA,55.591,37.261
UUYY,SCW,SYKTYVKAR,SYKTYVKAR,RUSSIA,61.648,50.846
UWKD,KZN,KAZAN,KAZAN,RUSSIA,55.608,49.277
UWOO,REN,ORENBURG,ORENBURG,RUSSIA,51.796,55.457
UWPP,PEZ,PLEASANTON MUNI,PENZA,RUSSIA,28.954,-98.52
UWUU,UFA,UFA,UFA,RUSSIA,54.557,55.874
UWWW,KBY,KURUMOCH,SAMARA,RUSSIA,53.505,50.164
VAAH,AMD,AHMEDABAD,AHMEDABAD,INDIA,23.075,72.632
VAAK,AKD,AKOLA,AKOLA,INDIA,20.699,77.056
VAAU,IXU,AURANGABAD,AURANGABAD,INDIA,19.863,75.398
VABB,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868
VABI,PAB,BILASPUR,BILASPUR,INDIA,21.989,82.111
VABJ,BHJ,BHUJ,BHUJ,INDIA,23.288,69.67
VABM,IXG,BELGAUM,BELGAUM,INDIA,15.859,74.618
VABO,BDQ,VADODARA,BARODA,INDIA,22.336,73.226
VABP,BHO,BHOPAL,BHOPAL,INDIA,23.285,77.337
VABV,BHU,BHAVNAGAR,BHAUNAGAR,INDIA,21.752,72.185
VADN,NMB,DAMAN,DAMAN,INDIA,20.435,72.844
VADS,N/A,DEESA,DEESA,INDIA,24.268,72.205
VAGO,GOI,GOA,GOA,INDIA,15.381,73.833
VAID,IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801
VAJB,JLR,JABALPUR,JABALPUR,INDIA,23.178,80.052
VAJJ,N/A,MUMBAI JUHU,BOMBAY,INDIA,19.098,72.834
VAJM,JGA,JAMNAGAR,JAMNAGAR,INDIA,22.466,70.011
VAKE,IXY,KANDLA,KANDLA,INDIA,23.113,70.1
VAKJ,HJR,KHAJURAHO,KHAJURAHO,INDIA,24.819,79.919
VAKP,KLH,KOLHAPUR,KOLHAPUR,INDIA,16.664,74.288
VAKS,IXK,KESHOD,KESHOD,INDIA,21.317,70.27
VANP,NAG,NAGPUR,NAGPUR,INDIA,21.092,79.047
VANR,ISK,NASIK ROAD,NASIK ROAD,INDIA,19.962,73.807
VAPO,PNQ,PUNE,PUNE,INDIA,18.582,73.919
VAPR,PBD,PORBANDAR,PORBANDAR,INDIA,21.649,69.656
VARK,RAJ,RAJKOT,RAJKOT,INDIA,22.309,70.779
VARP,RPR,RAIPUR,RAIPUR,INDIA,21.18,81.739
VASL,SSE,SHOLAPUR,SHOLAPUR,INDIA,17.628,75.935
VASU,STV,SURAT,SURAT,INDIA,21.115,72.743
VAUD,UDR,UDAIPUR,UDAIPUR,INDIA,24.617,73.913
VCBI,CMB,BANDARANAIKE INTERNATIONAL,COLOMBO,SRI LANKA,7.181,79.884
VCCA,N/A,ANURADHAPURA,ANURADHAPURA,SRI LANKA,8.301,80.428
VCCB,N/A,BATTICALOA,BATTICALOA,SRI LANKA,7.706,81.678
VCCC,RML,COLOMBO RATMALANA,COLOMBO,SRI LANKA,6.822,79.886
VCCG,GOY,AMPARAI,GALOYA,SRI LANKA,7.337,81.626
VCCJ,JAF,KANKESANTURAI,JAFFNA,SRI LANKA,9.792,80.07
VCCT,TRR,CHINA BAY,TRINCIOMALEE,SRI LANKA,8.539,81.181
VCCW,N/A,WIRAWILA,WIRAWILA,SRI LANKA,6.254,81.235
VDBG,N/A,BATTAMBANG,BATTAMBANG,CAMBODIA,13.096,103.224
VDKH,N/A,KAMPONG CHHNANG,KOMPONG CHNANG,CAMBODIA,12.255,104.564
VDPP,PNH,POCHENTONG INTERNATIONAL,PHNOM-PENH,CAMBODIA,11.546,104.844
VDSR,REP,SIEM REAP,SIEM-REAP,CAMBODIA,13.411,103.813
VDST,N/A,STUNG TRENG,STUNG TRENG,CAMBODIA,13.531,106.014
VEAN,N/A,ALONG,ALONG,INDIA,28.175,94.802
VEAT,IXA,AGARTALA,AGARTALA,INDIA,23.889,91.241
VEAZ,AJL,AIZAWL,AIZWAL,INDIA,23.746,92.803
VEBD,IXB,BAGDOGRA,BAGHDOGRA,INDIA,26.681,88.328
VEBG,RGH,BALURGHAT,BALURGHAT,INDIA,25.261,88.796
VEBK,N/A,BOKARO,BOKARO,INDIA,23.643,86.149
VEBS,BBI,BHUBANESHWAR,BHUBANESWAR,INDIA,20.244,85.818
VECC,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447
VECO,COH,COOCH BEHAR,COOCH-BEHAR,INDIA,26.33,89.467
VEDB,DBO,DHANBAD,DHANBAD,INDIA,23.834,86.425
VEDZ,N/A,DAPARIJO,DEPARIZO,INDIA,27.989,94.223
VEGK,YOP,GORAKHPUR,GORAKHPUR,INDIA,26.739,83.449
VEGT,N/A,GUWAHATI INTERNATIONAL,GAUHATI,INDIA,26.106,91.585
VEGY,GAY,GAYA,GAYA,INDIA,24.748,84.943
VEHK,N/A,HIRAKUD,HIRAKUD,INDIA,21.579,84.006
VEIM,IMF,IMPHAL,IMPHAL,INDIA,24.76,93.897
VEJH,N/A,JHARSUGUDA,JHARSUGUDA,INDIA,21.913,84.05
VEJP,N/A,JEYPORE,JEYPORE,INDIA,18.88,82.552
VEJS,IXW,JAMSHEDPUR,JAMSHEDPUR,INDIA,22.812,86.168
VEJT,JRH,JORHAT,JORHAT,INDIA,26.731,94.176
VEKM,N/A,KAMALPUR,KAMALPUR,INDIA,24.135,91.811
VEKR,IXH,KAILASHAHAR,KAILASHAHAR,INDIA,24.308,92.007
VEKU,IXS,SILCHAR,SILCHAR,INDIA,24.913,92.979
VELR,IXI,LILABARI,LILABARI,INDIA,27.291,94.097
VEMN,MOH,DIBRUGARH,MOHANBARI,INDIA,27.483,95.017
VEMZ,N/A,MUZAFFARPUR,MAZUFFARPUR,INDIA,26.12,85.313
VENP,N/A,NAWAPARA,NAWAPARA,INDIA,20.87,82.519
VEPG,IXT,PASIGHAT,PASIGHAT,INDIA,28.066,95.336
VEPH,N/A,PANAGARH,PANAGARH,INDIA,23.474,87.428
VEPT,PAT,PATNA,PATINA,INDIA,25.591,85.088
VEPU,N/A,PURNEA,PURNEA,INDIA,25.76,87.409
VERC,IXR,BIRSA MUNDA,RANCHI,INDIA,23.315,85.321
VERK,RRK,ROURKELA,ROURKELA,INDIA,22.256,84.814
VEUK,N/A,UTKELA,UTKELA,INDIA,20.098,83.183
VEZO,N/A,ZERO,ZERO,INDIA,27.588,93.828
VGCB,CXB,COXS BAZAR,COX'S BAZAR,BANGLADESH,21.452,91.964
VGEG,CGP,SHAH AMANAT INTERNATIONAL,CHITTAGONG,BANGLADESH,22.249,91.813
VGIS,IRD,ISHURDI,ISHURDI,BANGLADESH,24.152,89.049
VGJR,JSR,JESSORE,JESSORE,BANGLADESH,23.184,89.161
VGRJ,RJH,RAJSHAHI,RAJSHAHI,BANGLADESH,24.437,88.616
VGSD,SPD,SAIDPUR,SAIDPUR,BANGLADESH,25.759,88.909
VGSY,ZYL,OSMANY INTERNATIONAL,SYLHET OSMANI,BANGLADESH,24.963,91.867
VGTJ,N/A,BASHER,DHAKA,BANGLADESH,23.778,90.382
VGZR,DAC,ZIA INTERNATIONAL,DHAKA,BANGLADESH,23.843,90.398
VHHH,HKG,HONG KONG INTERNATIONAL,HONG KONG,HONG KONG,22.309,113.914
VHSK,N/A,SEK KONG,SEK KONG,HONG KONG,22.436,114.08
VIAG,AGR,AGRA,AGRA,INDIA,27.156,77.961
VIAL,IXD,ALLAHABAD,ALLAHABAD,INDIA,25.439,81.734
VIAR,ATQ,AMRITSAR,AMRITSAR,INDIA,31.707,74.799
VIBK,N/A,NAL,BIKANER,INDIA,28.072,73.207
VIBL,N/A,BAKSHI KA TALAB,BAKSHI KA TALAB,INDIA,26.988,80.893
VIBN,VNS,VARANASI,VARANASI,INDIA,25.452,82.859
VIBR,KUU,KULLU MANALI,KULU,INDIA,31.882,77.184
VIBT,N/A,BHATINDA,BHATINDA,INDIA,30.27,74.756
VIBW,N/A,BHIWANI,BHIWANI,INDIA,28.837,76.178
VIBY,N/A,BAREILLY,BAREILLY,INDIA,28.422,79.45
VICG,IXC,CHANDIGARH,CHANDIGARH,INDIA,30.673,76.788
VICX,N/A,KANPUR CHAKERI,KANPUR,INDIA,26.404,80.41
VIDD,N/A,SAFDARJUNG,DELHI,INDIA,28.584,77.205
VIDN,DED,DEHRADUN,DEHRA DUN,INDIA,30.187,78.18
VIDP,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103
VIGN,N/A,GUNA,GUNA,INDIA,24.654,77.347
VIGR,GWL,GWALIOR,GWALIOR,INDIA,26.294,78.228
VIHR,N/A,HISSAR,HISSAR,INDIA,29.181,75.753
VIJN,N/A,JHANSI,JHANSI,INDIA,25.49,78.559
VIJO,JOH,JODHPUR,JODHPUR,INDIA,26.251,73.048
VIJP,JAI,JAIPUR,JAIPUR,INDIA,26.824,75.81
VIJR,JSA,JAISALMER,JAISALMER,INDIA,26.889,70.864
VIJU,IXJ,JAMMU,JAMMU,INDIA,32.69,74.838
VIKA,KNU,KANPUR,KANPUR,INDIA,26.441,80.363
VIKO,KTU,KOTA,KOTA,INDIA,25.161,75.845
VILD,LUH,LUDHIANA,LUDHIAHA,INDIA,30.854,75.951
VILH,IXL,LEH,LEH,INDIA,34.136,77.546
VILK,LKO,LUCKNOW,LUCKNOW,INDIA,26.761,80.886
VIPK,IXP,PATHANKOT,PATHANKOT,INDIA,32.234,75.634
VIPL,N/A,PATIALA,PATIALA,INDIA,30.315,76.363
VIPT,PGH,PANTNAGAR,NAINITAL,INDIA,29.033,79.474
VIRB,N/A,FURSATGANJ,RAIBARELLI,INDIA,26.25,81.381
